transcript,effect_sex,pvalue_sex,fdr_sex
ENSGACT00000022899,-0.134,0.014,0.122
ENSGACT00000022900,0.451,0.001,0.014
ENSGACT00000022904,0.569,0.001,0.014
ENSGACT00000022905,0.035,0.622,0.816
ENSGACT00000022908,-0.033,0.838,1.000
ENSGACT00000022910,-0.006,0.990,1.000
ENSGACT00000022914,-0.063,0.254,0.545
ENSGACT00000022918,-0.049,0.672,0.862
ENSGACT00000022919,0.178,0.160,0.511
ENSGACT00000022922,0.222,0.198,0.545
ENSGACT00000022926,0.068,0.288,0.640
ENSGACT00000022929,0.044,0.830,1.000
ENSGACT00000022930,0.160,0.040,0.254
ENSGACT00000022931,-0.003,0.570,0.816
ENSGACT00000022932,0.013,0.670,0.862
ENSGACT00000022933,-0.088,0.358,0.641
ENSGACT00000022934,0.304,0.018,0.152
ENSGACT00000022936,-0.011,0.978,1.000
ENSGACT00000022939,-0.007,0.796,1.000
ENSGACT00000022948,0.473,0.001,0.014
ENSGACT00000022949,0.010,0.802,1.000
ENSGACT00000022950,-0.226,0.001,0.014
ENSGACT00000022952,-0.043,0.184,0.527
ENSGACT00000022954,0.254,0.001,0.014
ENSGACT00000022955,0.533,0.001,0.014
ENSGACT00000022961,-0.119,0.252,0.545
ENSGACT00000022962,0.066,0.306,0.641
ENSGACT00000022969,0.119,0.526,0.816
ENSGACT00000022975,-0.136,0.004,0.068
ENSGACT00000022977,0.320,0.001,0.014
ENSGACT00000022982,0.319,0.001,0.014
ENSGACT00000022984,-0.151,0.052,0.266
ENSGACT00000022985,0.011,0.844,1.000
ENSGACT00000022986,0.079,0.218,0.545
ENSGACT00000022989,0.366,0.001,0.014
ENSGACT00000022990,-0.051,0.208,0.545
ENSGACT00000022991,0.244,0.001,0.014
ENSGACT00000022996,0.025,0.864,1.000
ENSGACT00000022997,-0.029,0.670,0.862
ENSGACT00000022999,0.034,0.612,0.816
ENSGACT00000023000,-0.149,0.196,0.545
ENSGACT00000023005,0.097,0.058,0.266
ENSGACT00000023010,-0.094,0.126,0.465
ENSGACT00000023012,0.079,0.242,0.545
ENSGACT00000023014,-0.036,0.944,1.000
ENSGACT00000023015,0.097,0.260,0.545
ENSGACT00000023021,0.014,0.544,0.816
ENSGACT00000023022,0.035,0.320,0.641
ENSGACT00000023023,0.349,0.001,0.014
ENSGACT00000023025,-0.150,0.001,0.014
ENSGACT00000023028,0.472,0.001,0.014
ENSGACT00000023029,-0.041,0.458,0.783
ENSGACT00000023030,0.251,0.076,0.325
ENSGACT00000023031,0.131,0.612,0.816
ENSGACT00000023036,-0.313,0.136,0.503
ENSGACT00000023037,0.356,0.030,0.183
ENSGACT00000023038,0.106,0.132,0.465
ENSGACT00000023045,-0.116,0.024,0.161
ENSGACT00000023047,0.068,0.536,0.816
ENSGACT00000023048,-0.062,0.556,0.816
ENSGACT00000023050,0.074,0.652,0.862
ENSGACT00000023052,-0.028,0.470,0.783
ENSGACT00000023054,0.467,0.001,0.014
ENSGACT00000023056,0.259,0.001,0.014
ENSGACT00000023057,-0.061,0.192,0.545
ENSGACT00000023060,0.019,0.340,0.641
ENSGACT00000023061,-0.030,0.168,0.511
ENSGACT00000023062,0.386,0.001,0.014
ENSGACT00000023063,-0.043,0.334,0.641
ENSGACT00000023067,-0.485,0.001,0.014
ENSGACT00000023068,-0.093,0.036,0.206
ENSGACT00000023072,0.092,0.226,0.545
ENSGACT00000023074,0.304,0.006,0.068
ENSGACT00000023075,-0.017,0.498,0.816
ENSGACT00000023077,0.062,0.132,0.465
ENSGACT00000023083,0.057,0.366,0.641
ENSGACT00000023084,0.147,0.002,0.043
ENSGACT00000023085,0.089,0.316,0.641
ENSGACT00000023086,0.374,0.001,0.014
ENSGACT00000023087,-0.615,0.001,0.014
ENSGACT00000023088,0.340,0.001,0.014
ENSGACT00000023089,-0.080,0.430,0.783
ENSGACT00000023092,-0.156,0.008,0.068
ENSGACT00000023095,0.239,0.001,0.014
ENSGACT00000023100,0.205,0.012,0.102
ENSGACT00000023101,0.040,0.320,0.641
ENSGACT00000023102,0.007,0.512,0.816
ENSGACT00000023103,-0.028,0.716,0.883
ENSGACT00000023105,0.121,0.496,0.816
ENSGACT00000023108,-0.348,0.010,0.097
ENSGACT00000023109,0.006,0.766,0.947
ENSGACT00000023110,0.130,0.044,0.254
ENSGACT00000023113,0.063,0.160,0.511
ENSGACT00000023115,0.123,0.008,0.073
ENSGACT00000023122,0.117,0.298,0.641
ENSGACT00000023127,0.043,0.180,0.527
ENSGACT00000023129,0.189,0.048,0.254
ENSGACT00000023132,-0.048,0.606,0.816
ENSGACT00000023136,-0.280,0.001,0.014
ENSGACT00000023137,0.007,0.836,1.000
ENSGACT00000023138,0.308,0.001,0.014
ENSGACT00000023139,-0.550,0.001,0.014
ENSGACT00000023140,0.074,0.234,0.545
ENSGACT00000023141,-0.049,0.412,0.783
ENSGACT00000023142,0.315,0.001,0.014
ENSGACT00000023143,-0.017,0.890,1.000
ENSGACT00000023144,-0.479,0.001,0.014
ENSGACT00000023145,-0.088,0.478,0.783
ENSGACT00000023147,0.125,0.006,0.068
ENSGACT00000023150,-0.002,0.974,1.000
ENSGACT00000023151,0.018,0.746,0.947
ENSGACT00000023152,-0.058,0.408,0.708
ENSGACT00000023157,0.695,0.001,0.014
ENSGACT00000023159,0.140,0.028,0.163
ENSGACT00000023160,-0.074,0.114,0.465
ENSGACT00000023161,-0.656,0.001,0.014
ENSGACT00000023165,-0.146,0.048,0.254
ENSGACT00000023166,0.390,0.001,0.014
ENSGACT00000023170,0.261,0.002,0.043
ENSGACT00000023174,0.022,0.494,0.816
ENSGACT00000023181,0.000,0.838,1.000
ENSGACT00000023184,0.091,0.128,0.465
ENSGACT00000023185,0.097,0.482,0.783
ENSGACT00000023186,-0.718,0.001,0.014
ENSGACT00000023189,-0.252,0.032,0.191
ENSGACT00000023192,0.035,0.692,0.862
ENSGACT00000023194,0.129,0.024,0.161
ENSGACT00000023195,-0.075,0.152,0.511
ENSGACT00000023196,-0.261,0.001,0.014
ENSGACT00000023198,-0.197,0.064,0.266
ENSGACT00000023199,-0.150,0.378,0.708
ENSGACT00000023206,-0.124,0.022,0.152
ENSGACT00000023208,0.038,0.226,0.545
ENSGACT00000023210,-0.316,0.001,0.014
ENSGACT00000023214,0.037,0.672,0.862
ENSGACT00000023215,0.050,0.386,0.708
ENSGACT00000023219,0.131,0.020,0.152
ENSGACT00000023221,-0.070,0.706,0.862
ENSGACT00000023223,-0.022,0.644,0.816
ENSGACT00000023224,-0.115,0.206,0.545
ENSGACT00000023226,-0.036,0.534,0.816
ENSGACT00000023227,-0.067,0.032,0.191
ENSGACT00000023236,-0.012,0.966,1.000
ENSGACT00000023247,-0.169,0.002,0.043
ENSGACT00000023248,0.218,0.001,0.014
ENSGACT00000023250,0.028,0.406,0.708
ENSGACT00000023253,0.061,0.456,0.783
ENSGACT00000023259,0.450,0.001,0.014
ENSGACT00000023260,-0.071,0.046,0.254
ENSGACT00000023261,0.094,0.010,0.097
ENSGACT00000023264,-0.099,0.022,0.152
ENSGACT00000023265,-0.163,0.056,0.266
ENSGACT00000023266,-0.067,0.594,0.816
ENSGACT00000023267,-0.124,0.024,0.161
ENSGACT00000023268,0.083,0.200,0.545
ENSGACT00000023273,0.127,0.008,0.073
ENSGACT00000023274,-0.100,0.256,0.545
ENSGACT00000023276,0.301,0.001,0.014
ENSGACT00000023279,-0.037,0.324,0.641
ENSGACT00000023280,-0.014,0.628,0.816
ENSGACT00000023284,-0.350,0.001,0.014
ENSGACT00000023287,0.087,0.190,0.537
ENSGACT00000023288,-0.095,0.190,0.537
ENSGACT00000023289,-0.339,0.002,0.043
ENSGACT00000023291,-0.104,0.256,0.545
ENSGACT00000023294,-0.027,0.782,1.000
ENSGACT00000023295,-0.924,0.001,0.014
ENSGACT00000023296,0.093,0.210,0.545
ENSGACT00000023297,0.464,0.002,0.043
ENSGACT00000023298,-0.072,0.100,0.343
ENSGACT00000023301,-0.046,0.330,0.641
ENSGACT00000023303,0.008,0.788,1.000
ENSGACT00000023307,-0.099,0.028,0.163
ENSGACT00000023309,-0.010,0.504,0.816
ENSGACT00000023311,-0.283,0.001,0.014
ENSGACT00000023312,-0.027,0.908,1.000
ENSGACT00000023314,-0.061,0.684,0.862
ENSGACT00000023315,-0.045,0.654,0.862
ENSGACT00000023322,0.018,0.862,1.000
ENSGACT00000023323,0.123,0.104,0.465
ENSGACT00000023324,0.193,0.010,0.097
ENSGACT00000023326,0.007,0.962,1.000
ENSGACT00000023327,-0.056,0.454,0.783
ENSGACT00000023328,0.099,0.046,0.254
ENSGACT00000023330,0.010,0.630,0.816
ENSGACT00000023331,-0.092,0.016,0.122
ENSGACT00000023332,-0.114,0.048,0.254
ENSGACT00000023334,0.371,0.001,0.014
ENSGACT00000023338,0.287,0.001,0.014
ENSGACT00000023341,-0.382,0.001,0.014
ENSGACT00000023342,0.073,0.196,0.545
ENSGACT00000023344,0.256,0.001,0.014
ENSGACT00000023345,0.031,0.518,0.816
ENSGACT00000023349,-0.021,0.630,0.816
ENSGACT00000023350,-0.111,0.196,0.545
ENSGACT00000023353,-0.048,0.754,0.947
ENSGACT00000023355,0.267,0.136,0.503
ENSGACT00000023358,0.013,0.938,1.000
ENSGACT00000023359,0.090,0.112,0.465
ENSGACT00000023360,-0.248,0.001,0.014
ENSGACT00000023361,0.144,0.086,0.325
ENSGACT00000023366,-0.039,0.842,1.000
ENSGACT00000023375,1.365,0.001,0.014
ENSGACT00000023378,0.426,0.001,0.014
ENSGACT00000023379,-0.084,0.446,0.783
ENSGACT00000023380,0.057,0.074,0.325
ENSGACT00000023384,0.010,0.708,0.883
ENSGACT00000023386,0.352,0.001,0.014
ENSGACT00000023388,0.394,0.001,0.014
ENSGACT00000023391,-0.183,0.212,0.545
ENSGACT00000023394,0.177,0.376,0.708
ENSGACT00000023395,-0.436,0.001,0.014
ENSGACT00000023396,0.024,0.848,1.000
ENSGACT00000023397,-0.383,0.001,0.014
ENSGACT00000023399,0.583,0.001,0.014
ENSGACT00000023400,0.213,0.024,0.161
ENSGACT00000023402,0.188,0.018,0.152
ENSGACT00000023404,0.283,0.014,0.122
ENSGACT00000023406,-0.055,0.270,0.545
ENSGACT00000023411,-0.042,0.718,0.883
ENSGACT00000023413,0.146,0.102,0.465
ENSGACT00000023415,0.376,0.122,0.465
ENSGACT00000023419,0.092,0.020,0.152
ENSGACT00000023421,0.109,0.368,0.641
ENSGACT00000023423,0.194,0.182,0.527
ENSGACT00000023431,0.052,0.962,1.000
ENSGACT00000023435,0.423,0.001,0.014
ENSGACT00000023440,0.158,0.038,0.208
ENSGACT00000023444,-0.223,0.008,0.068
ENSGACT00000023445,-0.647,0.001,0.014
ENSGACT00000023453,-0.026,0.410,0.708
ENSGACT00000023454,0.163,0.002,0.043
ENSGACT00000023456,0.111,0.212,0.545
ENSGACT00000023458,0.017,0.746,0.947
ENSGACT00000023466,-0.444,0.030,0.183
ENSGACT00000023468,0.072,0.274,0.554
ENSGACT00000023469,-0.090,0.154,0.511
ENSGACT00000023472,0.000,0.890,1.000
ENSGACT00000023473,-0.023,0.370,0.641
ENSGACT00000023477,-0.383,0.001,0.014
ENSGACT00000023482,-0.217,0.022,0.152
ENSGACT00000023483,0.064,0.678,0.862
ENSGACT00000023486,-0.175,0.001,0.014
ENSGACT00000023491,-0.018,0.726,0.883
ENSGACT00000023493,-0.102,0.042,0.254
ENSGACT00000023494,0.036,0.798,1.000
ENSGACT00000023496,-0.048,0.316,0.641
ENSGACT00000023497,-0.083,0.384,0.708
ENSGACT00000023498,0.391,0.001,0.014
ENSGACT00000023500,-0.102,0.120,0.465
ENSGACT00000023505,0.041,0.830,1.000
ENSGACT00000023506,-0.065,0.336,0.641
ENSGACT00000023507,0.057,0.932,1.000
ENSGACT00000023510,-0.064,0.160,0.511
ENSGACT00000023511,0.011,0.682,0.862
ENSGACT00000023512,0.001,0.736,0.947
ENSGACT00000023514,0.227,0.001,0.014
ENSGACT00000023516,-0.045,0.582,0.816
ENSGACT00000023517,-0.300,0.001,0.014
ENSGACT00000023520,0.007,0.740,0.947
ENSGACT00000023524,0.074,0.320,0.641
ENSGACT00000023531,0.271,0.004,0.068
ENSGACT00000023532,0.091,0.004,0.068
ENSGACT00000023535,0.000,0.804,1.000
ENSGACT00000023536,0.824,0.008,0.073
ENSGACT00000023544,-0.007,0.838,1.000
ENSGACT00000023547,0.051,0.502,0.816
ENSGACT00000023549,0.191,0.001,0.014
ENSGACT00000023552,-0.350,0.002,0.043
ENSGACT00000023555,0.247,0.001,0.014
ENSGACT00000023556,0.199,0.016,0.122
ENSGACT00000023558,-0.016,0.744,0.947
ENSGACT00000023562,-0.008,0.564,0.816
ENSGACT00000023577,-0.087,0.334,0.641
ENSGACT00000023579,-0.197,0.006,0.068
ENSGACT00000023583,0.098,0.450,0.783
ENSGACT00000023587,0.026,0.660,0.862
ENSGACT00000023588,0.365,0.001,0.014
ENSGACT00000023590,-0.295,0.002,0.043
ENSGACT00000023592,-0.091,0.004,0.068
ENSGACT00000023596,0.039,0.572,0.816
ENSGACT00000023598,-0.193,0.001,0.014
ENSGACT00000023601,0.253,0.024,0.161
ENSGACT00000023605,0.009,0.810,1.000
ENSGACT00000023607,-0.198,0.024,0.161
ENSGACT00000023608,0.136,0.176,0.527
ENSGACT00000023609,-0.124,0.216,0.545
ENSGACT00000023610,0.161,0.446,0.783
ENSGACT00000023611,0.034,0.176,0.527
ENSGACT00000023612,0.041,0.288,0.640
ENSGACT00000023613,-0.131,0.030,0.183
ENSGACT00000023614,-0.085,0.058,0.266
ENSGACT00000023615,-0.410,0.001,0.014
ENSGACT00000023616,0.046,0.462,0.783
ENSGACT00000023619,0.577,0.001,0.014
ENSGACT00000023620,-0.163,0.001,0.014
ENSGACT00000023621,0.290,0.001,0.014
ENSGACT00000023622,0.193,0.516,0.816
ENSGACT00000023623,-0.106,0.224,0.545
ENSGACT00000023624,-0.097,0.274,0.554
ENSGACT00000023628,0.001,0.742,0.947
ENSGACT00000023633,0.114,0.254,0.545
ENSGACT00000023634,-0.024,0.600,0.816
ENSGACT00000023636,-0.061,0.160,0.511
ENSGACT00000023638,-0.037,0.518,0.816
ENSGACT00000023640,-0.085,0.062,0.266
ENSGACT00000023641,0.067,0.316,0.641
ENSGACT00000023642,0.176,0.014,0.122
ENSGACT00000023645,0.074,0.268,0.545
ENSGACT00000023652,0.151,0.110,0.465
ENSGACT00000023655,-0.027,0.766,0.947
ENSGACT00000023656,-0.023,0.992,1.000
ENSGACT00000023657,-0.565,0.001,0.014
ENSGACT00000023658,-0.134,0.152,0.511
ENSGACT00000023662,0.000,0.700,0.862
ENSGACT00000023664,-0.092,0.032,0.191
ENSGACT00000023674,-0.285,0.001,0.014
ENSGACT00000023679,0.004,0.742,0.947
ENSGACT00000023681,-0.046,0.548,0.816
ENSGACT00000023682,0.031,0.914,1.000
ENSGACT00000023683,-0.169,0.060,0.266
ENSGACT00000023686,0.067,0.346,0.641
ENSGACT00000023694,-0.217,0.006,0.068
ENSGACT00000023702,0.176,0.164,0.511
ENSGACT00000023710,0.224,0.002,0.043
ENSGACT00000023713,0.892,0.001,0.014
ENSGACT00000023718,-0.130,0.060,0.266
ENSGACT00000023721,0.169,0.226,0.545
ENSGACT00000023725,0.117,0.060,0.266
ENSGACT00000023728,0.246,0.024,0.161
ENSGACT00000023730,-0.022,0.920,1.000
ENSGACT00000023733,-0.183,0.002,0.043
ENSGACT00000023734,0.262,0.002,0.043
ENSGACT00000023735,0.473,0.001,0.014
ENSGACT00000023737,0.023,0.192,0.545
ENSGACT00000023739,0.382,0.001,0.014
ENSGACT00000023742,-0.043,0.616,0.816
ENSGACT00000023743,0.016,0.926,1.000
ENSGACT00000023744,0.007,0.606,0.816
ENSGACT00000023750,0.168,0.016,0.122
ENSGACT00000023753,-0.160,0.242,0.545
ENSGACT00000023755,-0.047,0.272,0.545
ENSGACT00000023758,0.101,0.402,0.708
ENSGACT00000023761,0.064,0.072,0.320
ENSGACT00000023769,-0.004,0.558,0.816
ENSGACT00000023774,-0.059,0.596,0.816
ENSGACT00000023776,-0.033,0.598,0.816
ENSGACT00000023779,0.025,0.556,0.816
ENSGACT00000023780,1.168,0.001,0.014
ENSGACT00000023781,-0.088,0.004,0.068
ENSGACT00000023783,-0.021,0.402,0.708
ENSGACT00000023791,0.100,0.072,0.320
ENSGACT00000023795,-0.068,0.478,0.783
ENSGACT00000023797,0.174,0.012,0.102
ENSGACT00000023798,0.264,0.002,0.043
ENSGACT00000023799,0.022,0.978,1.000
ENSGACT00000023800,-0.045,0.136,0.503
ENSGACT00000023801,-0.035,0.538,0.816
ENSGACT00000023802,-0.023,0.658,0.862
ENSGACT00000023803,0.068,0.150,0.511
ENSGACT00000023807,0.141,0.002,0.043
ENSGACT00000023808,0.276,0.001,0.014
ENSGACT00000023809,-0.359,0.001,0.014
ENSGACT00000023810,0.473,0.001,0.014
ENSGACT00000023812,-0.219,0.001,0.014
ENSGACT00000023813,-0.005,0.972,1.000
ENSGACT00000023814,-0.008,0.692,0.862
ENSGACT00000023816,-0.059,0.558,0.816
ENSGACT00000023818,0.119,0.052,0.266
ENSGACT00000023819,0.636,0.001,0.014
ENSGACT00000023822,0.176,0.004,0.068
ENSGACT00000023826,0.192,0.008,0.073
ENSGACT00000023827,0.485,0.001,0.014
ENSGACT00000023830,0.164,0.062,0.266
ENSGACT00000023832,0.623,0.001,0.014
ENSGACT00000023835,0.336,0.001,0.014
ENSGACT00000023836,-0.162,0.001,0.014
ENSGACT00000023838,-0.035,0.738,0.947
ENSGACT00000023843,-0.111,0.038,0.208
ENSGACT00000023844,0.213,0.018,0.152
ENSGACT00000023846,0.006,0.808,1.000
ENSGACT00000023848,-0.029,0.876,1.000
ENSGACT00000023851,0.018,0.782,1.000
ENSGACT00000023861,0.374,0.001,0.014
ENSGACT00000023862,0.073,0.274,0.554
ENSGACT00000023864,0.293,0.002,0.043
ENSGACT00000023865,-0.141,0.042,0.254
ENSGACT00000023868,0.314,0.001,0.014
ENSGACT00000023873,0.040,0.296,0.640
ENSGACT00000023876,-0.044,0.462,0.783
ENSGACT00000023880,0.183,0.012,0.102
ENSGACT00000023884,0.352,0.001,0.014
ENSGACT00000023885,0.028,0.826,1.000
ENSGACT00000023886,-0.008,0.706,0.862
ENSGACT00000023891,0.378,0.008,0.073
ENSGACT00000023897,-0.048,0.402,0.708
ENSGACT00000023898,0.628,0.001,0.014
ENSGACT00000023901,0.017,0.928,1.000
ENSGACT00000023902,-0.148,0.001,0.014
ENSGACT00000023903,0.130,0.020,0.152
ENSGACT00000023909,0.133,0.154,0.511
ENSGACT00000023911,0.205,0.186,0.537
ENSGACT00000023912,0.111,0.046,0.254
ENSGACT00000023913,-0.037,0.284,0.554
ENSGACT00000023917,-0.082,0.136,0.503
ENSGACT00000023919,-0.274,0.001,0.014
ENSGACT00000023932,-0.131,0.372,0.708
ENSGACT00000023934,-0.121,0.078,0.325
ENSGACT00000023939,-0.271,0.001,0.014
ENSGACT00000023940,0.014,0.650,0.862
ENSGACT00000023941,0.013,0.778,1.000
ENSGACT00000023943,0.046,0.570,0.816
ENSGACT00000023948,0.028,0.480,0.783
ENSGACT00000023951,0.067,0.174,0.511
ENSGACT00000023952,0.114,0.144,0.503
ENSGACT00000023954,0.062,0.608,0.816
ENSGACT00000023960,0.055,0.322,0.641
ENSGACT00000023962,-0.162,0.002,0.043
ENSGACT00000023968,0.476,0.010,0.097
ENSGACT00000023978,-0.345,0.001,0.014
ENSGACT00000023982,-0.022,0.944,1.000
ENSGACT00000023983,0.013,0.440,0.783
ENSGACT00000023986,-0.219,0.004,0.068
ENSGACT00000023988,1.251,0.001,0.014
ENSGACT00000023998,-0.009,0.714,0.883
ENSGACT00000024002,0.585,0.008,0.073
ENSGACT00000024004,0.445,0.134,0.498
ENSGACT00000024005,0.094,0.064,0.266
ENSGACT00000024006,-0.098,0.088,0.325
ENSGACT00000024007,0.008,0.888,1.000
ENSGACT00000024010,0.087,0.542,0.816
ENSGACT00000024012,0.331,0.001,0.014
ENSGACT00000024013,0.466,0.001,0.014
ENSGACT00000024015,0.562,0.001,0.014
ENSGACT00000024019,-0.129,0.016,0.122
ENSGACT00000024020,-0.273,0.014,0.122
ENSGACT00000024024,-0.012,0.758,0.947
ENSGACT00000024027,0.033,0.434,0.783
ENSGACT00000024031,0.054,0.112,0.465
ENSGACT00000024032,0.410,0.001,0.014
ENSGACT00000024033,-0.038,0.348,0.641
ENSGACT00000024036,0.274,0.016,0.122
ENSGACT00000024037,-0.020,0.788,1.000
ENSGACT00000024040,-0.038,0.954,1.000
ENSGACT00000024042,0.027,0.540,0.816
ENSGACT00000024044,-0.045,0.610,0.816
ENSGACT00000024046,-0.121,0.098,0.343
ENSGACT00000024047,-0.057,0.598,0.816
ENSGACT00000024048,0.164,0.128,0.465
ENSGACT00000024049,-0.038,0.516,0.816
ENSGACT00000024055,0.177,0.006,0.068
ENSGACT00000024059,0.111,0.006,0.068
ENSGACT00000024060,-0.221,0.008,0.068
ENSGACT00000024064,-0.127,0.124,0.465
ENSGACT00000024066,0.371,0.001,0.014
ENSGACT00000024067,-0.259,0.024,0.161
ENSGACT00000024072,-0.071,0.102,0.465
ENSGACT00000024073,-0.212,0.001,0.014
ENSGACT00000024082,0.086,0.050,0.254
ENSGACT00000024084,-0.131,0.088,0.325
ENSGACT00000024085,-0.002,0.906,1.000
ENSGACT00000024089,0.274,0.001,0.014
ENSGACT00000024090,-0.230,0.006,0.068
ENSGACT00000024102,-0.102,0.046,0.254
ENSGACT00000024105,0.067,0.132,0.465
ENSGACT00000024106,-0.249,0.002,0.043
ENSGACT00000024107,0.093,0.118,0.465
ENSGACT00000024111,0.033,0.704,0.862
ENSGACT00000024113,0.155,0.002,0.043
ENSGACT00000024117,0.185,0.004,0.068
ENSGACT00000024118,-0.106,0.424,0.783
ENSGACT00000024119,0.174,0.010,0.097
ENSGACT00000024120,-0.255,0.050,0.254
ENSGACT00000024124,-0.058,0.152,0.511
ENSGACT00000024125,0.385,0.001,0.014
ENSGACT00000024130,0.044,0.214,0.545
ENSGACT00000024131,0.051,0.204,0.545
ENSGACT00000024133,0.314,0.084,0.325
ENSGACT00000024134,0.002,0.906,1.000
ENSGACT00000024135,0.411,0.001,0.014
ENSGACT00000024139,0.271,0.008,0.073
ENSGACT00000024140,0.172,0.148,0.511
ENSGACT00000024145,0.215,0.080,0.325
ENSGACT00000024148,-0.053,0.498,0.816
ENSGACT00000024149,-0.036,0.934,1.000
ENSGACT00000024150,0.102,0.360,0.641
ENSGACT00000024156,-0.021,0.762,0.947
ENSGACT00000024157,-0.485,0.001,0.014
ENSGACT00000024158,-0.222,0.062,0.266
ENSGACT00000024160,0.013,0.616,0.816
ENSGACT00000024161,0.196,0.014,0.122
ENSGACT00000024164,-0.069,0.072,0.309
ENSGACT00000024165,0.033,0.984,1.000
ENSGACT00000024176,0.293,0.176,0.527
ENSGACT00000024180,-0.219,0.001,0.014
ENSGACT00000024181,0.213,0.022,0.152
ENSGACT00000024187,-0.256,0.006,0.068
ENSGACT00000024188,-0.113,0.020,0.152
ENSGACT00000024189,0.004,0.868,1.000
ENSGACT00000024192,-0.176,0.010,0.097
ENSGACT00000024195,0.211,0.001,0.014
ENSGACT00000024196,0.005,0.774,1.000
ENSGACT00000024197,-0.119,0.052,0.266
ENSGACT00000024201,0.002,0.716,0.883
ENSGACT00000024202,0.041,0.810,1.000
ENSGACT00000024203,0.088,0.334,0.641
ENSGACT00000024205,0.008,0.814,1.000
ENSGACT00000024206,0.017,0.560,0.816
ENSGACT00000024209,0.000,0.798,1.000
ENSGACT00000024210,-0.107,0.104,0.465
ENSGACT00000024211,0.035,0.488,0.783
ENSGACT00000024212,-0.133,0.014,0.122
ENSGACT00000024213,-0.134,0.080,0.325
ENSGACT00000024215,0.169,0.100,0.343
ENSGACT00000024216,0.197,0.160,0.511
ENSGACT00000024219,0.421,0.040,0.254
ENSGACT00000024222,-0.003,0.872,1.000
ENSGACT00000024224,0.399,0.001,0.014
ENSGACT00000024232,0.106,0.008,0.073
ENSGACT00000024233,0.067,0.274,0.554
ENSGACT00000024234,-0.073,0.286,0.597
ENSGACT00000024235,0.294,0.001,0.014
ENSGACT00000024240,-0.088,0.122,0.465
ENSGACT00000024243,-0.056,0.236,0.545
ENSGACT00000024246,-0.127,0.088,0.325
ENSGACT00000024260,-0.201,0.001,0.014
ENSGACT00000024261,0.058,0.246,0.545
ENSGACT00000024262,0.226,0.001,0.014
ENSGACT00000024264,-0.168,0.234,0.545
ENSGACT00000024267,-0.061,0.242,0.545
ENSGACT00000024269,0.771,0.001,0.014
ENSGACT00000024270,0.342,0.001,0.014
ENSGACT00000024272,-0.009,0.536,0.816
ENSGACT00000024280,0.054,0.436,0.783
ENSGACT00000024281,0.016,0.930,1.000
ENSGACT00000024286,-0.027,0.354,0.641
ENSGACT00000024287,0.028,0.970,1.000
ENSGACT00000024288,-0.043,0.414,0.783
ENSGACT00000024289,0.048,0.236,0.545
ENSGACT00000024291,-0.021,0.638,0.816
ENSGACT00000024293,-0.731,0.001,0.014
ENSGACT00000024298,-0.049,0.504,0.816
ENSGACT00000024299,0.041,0.634,0.816
ENSGACT00000024300,0.505,0.001,0.014
ENSGACT00000024302,0.060,0.798,1.000
ENSGACT00000024308,0.079,0.024,0.161
ENSGACT00000024309,0.033,0.370,0.641
ENSGACT00000024310,-0.027,0.524,0.816
ENSGACT00000024312,0.361,0.001,0.014
ENSGACT00000024316,0.121,0.002,0.043
ENSGACT00000024317,0.075,0.068,0.271
ENSGACT00000024318,0.229,0.012,0.102
ENSGACT00000024322,0.003,0.982,1.000
ENSGACT00000024323,-0.081,0.274,0.554
ENSGACT00000024324,0.170,0.004,0.068
ENSGACT00000024326,-0.113,0.380,0.708
ENSGACT00000024327,0.076,0.082,0.325
ENSGACT00000024329,-0.031,0.934,1.000
ENSGACT00000024333,0.162,0.242,0.545
ENSGACT00000024334,0.100,0.018,0.152
ENSGACT00000024335,0.555,0.001,0.014
ENSGACT00000024336,0.012,0.460,0.783
ENSGACT00000024337,0.060,0.512,0.816
ENSGACT00000024339,0.248,0.164,0.511
ENSGACT00000024343,-0.041,0.894,1.000
ENSGACT00000024344,0.026,0.676,0.862
ENSGACT00000024345,0.143,0.164,0.511
ENSGACT00000024347,0.064,0.178,0.527
ENSGACT00000024349,-1.333,0.001,0.014
ENSGACT00000024350,-0.184,0.006,0.068
ENSGACT00000024351,0.047,0.132,0.465
ENSGACT00000024353,0.100,0.168,0.511
ENSGACT00000024356,0.059,0.504,0.816
ENSGACT00000024365,0.067,0.286,0.597
ENSGACT00000024373,0.081,0.002,0.043
ENSGACT00000024375,-0.111,0.192,0.545
